DOI,Title,Matched Columns,Matched keywards,Matched Columns 2,Matched keywards 2
10.1109/ISCAS51556.2021.9401556,Minimizing Energy of DNN Training with Adaptive Bit-Width and Voltage Scaling,"Author Keywords, IEEE Terms","deep learning, deep learning","Author Keywords, IEEE Terms","deep learning, deep learning"
10.1109/ISCAS51556.2021.9401261,ELC-ECG: Efficient LSTM Cell for ECG Classification Based on Quantized Architecture,"Abstract, Abstract, Abstract","neural network, recurrent neural network, long short-term memory","Abstract, Abstract, Abstract, Abstract","neural network, recurrent neural network, long short-term memory, precision"
10.1109/ISCAS51556.2021.9401475,Comparison of Digit-Serial and Bit-Level Designs for Acceleration of Convolutional Neural Network Computation,"Document Title, Document Title, Abstract","neural network, convolutional neural network, neural network","Document Title, Document Title, Abstract, Author Keywords","neural network, convolutional neural network, neural network, precision"
10.1109/ISCAS51556.2021.9401081,Predicting Cancer Drug Response Using an Adapted Deep Neural Network Model,"Document Title, Document Title, Abstract, Abstract, Abstract","neural network, deep neural network, neural network, deep neural network, deep learning","Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract","neural network, deep neural network, neural network, deep neural network, deep learning, machine learning, precision, t-sne"
10.1109/ISCAS51556.2021.9401596,Deep Learning Based Gait Analysis for Contactless Dementia Detection System from Video Camera,"Document Title, Abstract, Abstract, Author Keywords","deep learning, neural network, convolutional neural network, deep learning","Document Title, Abstract, Abstract, Abstract, Author Keywords","deep learning, neural network, convolutional neural network, test set, deep learning"
10.1109/ISCAS51556.2021.9401381,Spatial and Channel Dimensions Attention Feature Transfer for Better Convolutional Neural Networks,Abstract,attention mechanism,Abstract,attention mechanism
10.1109/ISCAS51556.2021.9401169,Improving FM-GAN through Mixup Manifold Regularization,"Abstract, Author Keywords","supervised learning, supervised learning","Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","supervised learning, supervised learning, semi-supervised learning, supervised learning, supervised learning, semi-supervised learning"
10.1109/ISCAS51556.2021.9401418,High-Accurate Stochastic Computing for Artificial Neural Network by Using Extended Stochastic Logic,"Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords","artificial neural network, neural network, artificial neural network, neural network, ann, neural network","Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords","artificial neural network, neural network, artificial neural network, neural network, ann, neural network"
10.1109/ISCAS51556.2021.9401517,Exploiting Resiliency for Kernel-Wise CNN Approximation Enabled by Adaptive Hardware Design,"Document Title, Abstract, Author Keywords","cnn, cnn, cnn","Document Title, Abstract, Author Keywords","cnn, cnn, cnn"
10.1109/ISCAS51556.2021.9401109,Data-Free Network Pruning for Model Compression,Abstract,neural network,Abstract,neural network
10.1109/ISCAS51556.2021.9401113,A 2.44 Tops/W Heterogeneous DCNN Inference/Training Processor for Embedded System,"Abstract, Abstract","neural network, convolutional neural network","Abstract, Abstract","neural network, convolutional neural network"
10.1109/ISCAS51556.2021.9401488,DeepTune: Robust Global Optimization of Electronic Circuit Design Via Neuro-Symbolic Optimization,Abstract,neural network,"Abstract, Abstract","neural network, machine learning"
10.1109/ISCAS51556.2021.9401089,A Partially Binarized and Fixed Neural Network Based Calibrator for SAR-Pipelined ADCs Achieving 95.0-dB SFDR,"Document Title, Abstract, Abstract, Author Keywords","neural network, neural network, backpropagation, neural network","Document Title, Abstract, Abstract, Abstract, Author Keywords","neural network, neural network, backpropagation, precision, neural network"
10.1109/ISCAS51556.2021.9401154,Robustifying the Deployment of tinyML Models for Autonomous Mini-Vehicles,Abstract,deep learning,Abstract,deep learning
10.1109/ISCAS51556.2021.9401765,Accelerating 3D Convolutional Neural Networks Using 3D Fast Fourier Transform,Abstract,cnn,Abstract,cnn
10.1109/ISCAS51556.2021.9401541,A Battery Management System with Charge Balancing and Aging Detection Based on ANN,"Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","ann, artificial neural network, neural network, ann, artificial neural network, neural network, ann","Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","ann, artificial neural network, neural network, ann, artificial neural network, neural network, ann"
10.1109/ISCAS51556.2021.9401130,Iterative Multiple-Path One-Shot NAS for the Optimized Performance,"Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","neural network, deep neural network, convolution layer, neural network, transfer learning","Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","neural network, deep neural network, convolution layer, random search, neural network, reinforcement learning, transfer learning, transfer learning"
10.1109/ISCAS51556.2021.9401119,Fingerprinting Deep Neural Networks - a DeepFool Approach,"Abstract, Abstract, Abstract, IEEE Terms","neural network, deep neural network, deep learning, deep learning","Abstract, Abstract, Abstract, IEEE Terms","neural network, deep neural network, deep learning, deep learning"
10.1109/ISCAS51556.2021.9401295,LSTMs for Keyword Spotting with ReRAM-Based Compute-In-Memory Architectures,"Abstract, Abstract","neural network, long short-term memory","Abstract, Abstract, Abstract","neural network, long short-term memory, precision"
10.1109/ISCAS51556.2021.9401319,A Mixed-Signal Convolutional Neural Network Using Hybrid CMOS-RRAM Circuits,"Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, neural network, spiking neural network, cnn, neural network, convolutional neural network, transfer learning","Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, neural network, spiking neural network, cnn, neural network, convolutional neural network, transfer learning, transfer learning"
10.1109/ISCAS51556.2021.9401659,Exploiting Process Variations to Protect Machine Learning Inference Engine from Chip Cloning,"Author Keywords, Author Keywords","neural network, deep neural network","Document Title, Abstract, Author Keywords, Author Keywords, IEEE Terms","machine learning, machine learning, neural network, deep neural network, machine learning"
10.1109/ISCAS51556.2021.9401356,HSC: A Hybrid Spin/CMOS Logic Based In-Memory Engine with Area-Efficient Mapping Strategy,"Abstract, Author Keywords","deep learning, neural network","Abstract, Author Keywords","deep learning, neural network"
10.1109/ISCAS51556.2021.9401289,SDAN: Stacked Diverse Attention Network for Video Action Recognition,"Abstract, IEEE Terms","deep learning, deep learning","Abstract, IEEE Terms","deep learning, deep learning"
10.1109/ISCAS51556.2021.9401368,Adaptive Real-Time Loop Closure Detection Based on Image Feature Concatenation,"Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn","Abstract, Abstract, Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn, precision, recall"
10.1109/ISCAS51556.2021.9401192,An Energy-Efficient Convolution Unit for Depthwise Separable Convolutional Neural Networks,Abstract,cnn,Abstract,cnn
10.1109/ISCAS51556.2021.9401549,TCP-Net: Minimizing Operation Counts of Binarized Neural Network Inference,"Document Title, Abstract, Author Keywords","neural network, neural network, neural network","Document Title, Abstract, Author Keywords","neural network, neural network, neural network"
10.1109/ISCAS51556.2021.9401214,ChewBaccaNN: A Flexible 223 TOPS/W BNN Accelerator,"Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn","Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn"
10.1109/ISCAS51556.2021.9401317,An FPGA Accelerator for Spiking Neural Network Simulation and Training,"Document Title, Document Title","neural network, spiking neural network","Document Title, Document Title, Abstract","neural network, spiking neural network, machine learning"
10.1109/ISCAS51556.2021.9401223,Towards an Efficient Hardware Implementation of CNN-Based Object Trackers,"Document Title, Abstract, Abstract, Author Keywords","cnn, neural network, cnn, cnn","Document Title, Abstract, Abstract, Author Keywords","cnn, neural network, cnn, cnn"
10.1109/ISCAS51556.2021.9401248,PointNet-Based Jitter Decomposition on Point Cloud of Jitter Histogram,"Abstract, Abstract","multi-layer perceptron, cnn","Abstract, Abstract","multi-layer perceptron, cnn"
10.1109/ISCAS51556.2021.9401302,Design of an Area-Efficient Differential Distributed Amplifier Based on the Theory of Differential Transmission Lines,Abstract,gradient descent,Abstract,gradient descent
10.1109/ISCAS51556.2021.9401228,A 64-84 GHz CMOS LNA with Excellent Gain Flatness for Wideband mmW Applications,"Abstract, Author Keywords","transformer, transformer","Abstract, Author Keywords","transformer, transformer"
10.1109/ISCAS51556.2021.9401331,Dynamic Range and Complexity Optimization of Mixed-Signal Machine Learning Systems,Abstract,neural network,"Document Title, Abstract, Author Keywords, IEEE Terms","machine learning, neural network, machine learning, machine learning"
10.1109/ISCAS51556.2021.9401249,Application of Cellular Neural Networks in Semantic Segmentation,Abstract,deep learning,Abstract,deep learning
10.1109/ISCAS51556.2021.9401783,Autotuning LSTM for Accelerated Execution on Edge,Author Keywords,deep learning,"Abstract, Author Keywords","grid search, deep learning"
10.1109/ISCAS51556.2021.9401141,An Automated Approach to Accelerate DNNs on Edge Devices,"Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn","Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","neural network, convolutional neural network, cnn, reinforcement learning, reinforcement learning, reinforcement learning"
10.1109/ISCAS51556.2021.9401626,Extraction of Binarized Neural Network Architecture and Secret Parameters Using Side-Channel Information,"Document Title, Abstract, Author Keywords","neural network, neural network, neural network","Document Title, Abstract, Author Keywords, Author Keywords","neural network, neural network, neural network, machine learning"
10.1109/ISCAS51556.2021.9401230,CMOS Mixed-Signal Spiking Neural Network Circuit Using a Time-Domain Digital-To-Analog Converter,"Document Title, Document Title, Abstract, Abstract","neural network, spiking neural network, neural network, spiking neural network","Document Title, Document Title, Abstract, Abstract","neural network, spiking neural network, neural network, spiking neural network"
10.1109/ISCAS51556.2021.9401615,Hardware-Software Co-Design for Efficient and Scalable Real-Time Emulation of SNNs on the Edge,"Abstract, Abstract","neural network, spiking neural network","Abstract, Abstract","neural network, spiking neural network"
10.1109/ISCAS51556.2021.9401290,A DNN Based Speech Enhancement Approach to Noise Robust Acoustic-to-Articulatory Inversion,"Abstract, Abstract","neural network, deep neural network","Abstract, Abstract","neural network, deep neural network"
10.1109/ISCAS51556.2021.9401372,Attention-Based Multi-Task Learning for Speech-Enhancement and Speaker-Identification in Multi-Speaker Dialogue Scenario,"Abstract, Abstract, Abstract, Author Keywords","neural network, deep neural network, attention mechanism, neural network","Abstract, Abstract, Abstract, Author Keywords","neural network, deep neural network, attention mechanism, neural network"
10.1109/ISCAS51556.2021.9401692,Learning to Recognise Words Using Visually Grounded Speech,"Author Keywords, Author Keywords","neural network, recurrent neural network","Author Keywords, Author Keywords","neural network, recurrent neural network"
10.1109/ISCAS51556.2021.9401217,A Wireless Power Management Unit with a Novel Self-Tuned LDO for System-On-Chip Sensors,Abstract,dropout,Abstract,dropout
10.1109/ISCAS51556.2021.9401312,SPACEMan: Wireless SoC for Concurrent Potentiometry and Amperometry,Abstract,dropout,Abstract,dropout
10.1109/ISCAS51556.2021.9401647,A Discrete Wavelet Transform-Based Voice Activity Detection and Noise Classification with Sub-Band Selection,"Abstract, Abstract","neural network, feedforward neural network","Abstract, Abstract","neural network, feedforward neural network"
10.1109/ISCAS51556.2021.9401485,EMA2S: An End-to-End Multimodal Articulatory-to-Speech System,Author Keywords,neural network,Author Keywords,neural network
10.1109/ISCAS51556.2021.9401324,An Energy-Efficient Binarized Neural Network Using Analog-Intensive Feature Extraction for Keyword and Speaker Verification Wakeup,"Document Title, Abstract, Author Keywords","neural network, neural network, neural network","Document Title, Abstract, Author Keywords","neural network, neural network, neural network"
10.1109/ISCAS51556.2021.9401593,Learnable MFCCs for Speaker Verification,"Abstract, Abstract","neural network, deep neural network","Abstract, Abstract","neural network, deep neural network"
10.1109/ISCAS51556.2021.9401327,Fast Style Transfer with High Shape Retention,"Abstract, Author Keywords","deep learning, deep learning","Abstract, Author Keywords","deep learning, deep learning"
10.1109/ISCAS51556.2021.9401799,Developing a Miniature Energy-Harvesting-Powered Edge Device with Multi-Exit Neural Network,"Document Title, Abstract","neural network, neural network","Document Title, Abstract","neural network, neural network"
10.1109/ISCAS51556.2021.9401332,EEGCAPS: Brain Activity Recognition Using Modified Common Spatial Patterns and Capsule Network,"Document Title, Abstract, Author Keywords","capsule network, capsule network, capsule network","Document Title, Abstract, Author Keywords","capsule network, capsule network, capsule network"
10.1109/ISCAS51556.2021.9401518,Design of a Wireless Multiple-Mode Human Behavior Evaluation System,"Abstract, Abstract","neural network, convolutional neural network","Abstract, Abstract","neural network, convolutional neural network"
10.1109/ISCAS51556.2021.9401687,An Adaptively Biased LDO Regulator with 11nA Quiescent Current and 50mA Available Load,Abstract,dropout,Abstract,dropout
10.1109/ISCAS51556.2021.9401702,A Fully-Synthesizable Fast-Response Digital LDO Using Automatic Offset Control and Reuse,Abstract,dropout,Abstract,dropout
10.1109/ISCAS51556.2021.9401565,A Computational Efficient Architecture for Extremely Sparse Stereo Network,"Abstract, Author Keywords","cnn, cnn","Abstract, Author Keywords","cnn, cnn"
10.1109/ISCAS51556.2021.9401315,Transport Triggered near Memory Accelerator for Deep Learning,"Document Title, Abstract","deep learning, neural network","Document Title, Abstract","deep learning, neural network"
10.1109/ISCAS51556.2021.9401339,Efficient Quantization and Multi-Precision Design of Arithmetic Components for Deep Learning,"Document Title, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","deep learning, activation functions, neural network, deep neural network, deep learning, deep learning","Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","deep learning, precision, activation functions, precision, neural network, deep neural network, deep learning, precision, deep learning"
10.1109/ISCAS51556.2021.9401238,Vol-Net and V3C-Net: Towards End to End Traffic Volume Estimation,"Abstract, Abstract, Author Keywords, IEEE Terms","neural network, convolutional neural network, deep learning, deep learning","Abstract, Abstract, Author Keywords, IEEE Terms","neural network, convolutional neural network, deep learning, deep learning"
10.1109/ISCAS51556.2021.9401218,TraND: Transferable Neighborhood Discovery for Unsupervised Cross-Domain Gait Recognition,"Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning","Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning"
10.1109/ISCAS51556.2021.9401642,Video Anomaly Detection Based on Deep Generative Network,"Abstract, Author Keywords","u-net, u-net","Abstract, Author Keywords","u-net, u-net"
10.1109/ISCAS51556.2021.9401719,Almost-Nonvolatile IGZO-TFT-Based Near-Sensor In-Memory Computing,Abstract,neural network,Abstract,neural network
10.1109/ISCAS51556.2021.9401360,Identifying Useful Features in Multispectral Images with Deep Learning for Optimizing Wheat Yield Prediction,"Document Title, Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning, deep learning","Document Title, Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning, deep learning"
10.1109/ISCAS48785.2022.9937913,Tutorials,IEEE Terms,deep learning,IEEE Terms,deep learning
10.1109/ISCAS48785.2022.9937758,Hardware Implementation of Low Complexity High-speed Perceptron Block,"Abstract, Abstract","neural network, multi-layer perceptron","Abstract, Abstract, Author Keywords","neural network, multi-layer perceptron, machine learning"
10.1109/ISCAS48785.2022.9937425,An Energy-Efficient CNN Accelerator for Multi-object Real-Time Semantic Segmentation in Autonomous Vehicle,"Document Title, Abstract, Abstract, Abstract, Author Keywords","cnn, neural network, convolutional neural network, cnn, cnn","Document Title, Abstract, Abstract, Abstract, Author Keywords","cnn, neural network, convolutional neural network, cnn, cnn"
10.1109/ISCAS48785.2022.9937654,SNU-Net: a self-supervised deep learning method for pneumothorax segmentation on chest CT,"Document Title, Abstract, Author Keywords, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning, supervised learning, deep learning","Document Title, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning, supervised learning, supervised learning, deep learning"
10.1109/ISCAS48785.2022.9937981,Deep Recurrent Neural Networks for Building-Level Load Forecasting,"Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","long short-term memory, deep learning, long short-term memory, deep learning, deep learning","Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","long short-term memory, deep learning, machine learning, long short-term memory, deep learning, machine learning, deep learning"
10.1109/ISCAS48785.2022.9937753,A Reconfigurable Depth-Wise Convolution Module for Heterogeneously Quantized DNNs,IEEE Terms,deep learning,"Abstract, Author Keywords, IEEE Terms","precision, precision, deep learning"
10.1109/ISCAS48785.2022.9937841,A Hybrid Memristor/CMOS SNN for Implementing One-Shot Winner-Takes-All Training,"Abstract, Abstract","neural network, spiking neural network","Abstract, Abstract","neural network, spiking neural network"
10.1109/ISCAS48785.2022.9937772,A general tree-based machine learning accelerator with memristive analog CAM,Abstract,deep learning,"Document Title, Abstract, Abstract, Abstract","machine learning, deep learning, bagging, training set"
10.1109/ISCAS48785.2022.9937948,SQNR-based Layer-wise Mixed-Precision Schemes with Computational Complexity Consideration,"Abstract, Abstract, IEEE Terms","neural network, deep learning, deep learning","Document Title, Abstract, Abstract, Abstract, IEEE Terms","precision, neural network, deep learning, precision, deep learning"
10.1109/ISCAS48785.2022.9937759,Holistic approaches to memory solutions for the Autonomous Driving Era,Abstract,neural network,Abstract,neural network
10.1109/ISCAS48785.2022.9937549,Hardware Implementation of Stochastic Computing-based Morphological Neural Systems,"Abstract, Abstract, IEEE Terms","neural network, activation functions, neural network","Abstract, Abstract, IEEE Terms, IEEE Terms","neural network, activation functions, neural network, machine learning"
10.1109/ISCAS48785.2022.9938010,A 161.6 TOPS/W Mixed-mode Computing-in-Memory Processor for Energy-Efficient Mixed-Precision Deep Neural Networks,"Abstract, Abstract, IEEE Terms","neural network, deep neural network, deep learning","Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","precision, neural network, deep neural network, precision, precision, deep learning"
10.1109/ISCAS48785.2022.9937651,A Fast Compressed Hardware Architecture for Deep Neural Networks,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","neural network, convolutional neural network, cnn, neural network, convolutional neural network, deep learning, deep learning","Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","neural network, convolutional neural network, cnn, neural network, convolutional neural network, deep learning, deep learning"
10.1109/ISCAS48785.2022.9937275,Improving Energy Efficiency of Convolutional Neural Networks on Multi-core Architectures through Run-time Reconfiguration,"Author Affiliations, Abstract, Author Keywords","ann, cnn, cnn","Author Affiliations, Abstract, Author Keywords","ann, cnn, cnn"
10.1109/ISCAS48785.2022.9937884,Interconnect Parasitics and Partitioning in Fully-Analog In-Memory Computing Architectures,"Abstract, Abstract","neural network, deep neural network","Abstract, Abstract","neural network, deep neural network"
10.1109/ISCAS48785.2022.9937435,"Coupling Convolution, Transformer and Graph Embedding for Motor Imagery Brain-Computer Interfaces","Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords","transformer, neural network, transformer, cnn, neural network, convolutional neural network, transformer, cnn","Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords","transformer, neural network, transformer, cnn, neural network, convolutional neural network, transformer, cnn"
10.1109/ISCAS48785.2022.9937519,Anime Character Recognition using Intermediate Features Aggregation,"Abstract, Abstract, IEEE Terms","transformer, transfer learning, transfer learning","Abstract, Abstract, Abstract, IEEE Terms, IEEE Terms","transformer, transfer learning, transfer learning, transfer learning, transfer learning"
10.1109/ISCAS48785.2022.9937602,Enabling Software-Defined RF Convergence with a Novel Coarse-Scale Heterogeneous Processor,Author Affiliations,ann,Author Affiliations,ann
10.1109/ISCAS48785.2022.9937234,Performance-aware Lightweight Dynamic Early-Exit-based Gait Authentication,Abstract,neural network,"Abstract, Abstract","neural network, reinforcement learning"
10.1109/ISCAS48785.2022.9937833,Stochastic dendrites enable online learning in mixed-signal neuromorphic processing systems,"Abstract, Abstract","neural network, spiking neural network","Abstract, Abstract, Abstract","neural network, spiking neural network, precision"
10.1109/ISCAS48785.2022.9937961,Hierarchical Multicast Network-On-Chip for Scalable Reconfigurable Neuromorphic Systems,Abstract,neural network,Abstract,neural network
10.1109/ISCAS48785.2022.9937718,An Attention Based CNN with Temporal Hierarchical Deployment for AVS3 Inter In-loop Filtering,"Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","cnn, neural network, convolutional neural network, cnn, neural network, convolutional neural network","Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","cnn, neural network, convolutional neural network, cnn, neural network, convolutional neural network"
10.1109/ISCAS48785.2022.9937956,Neural Network-based Error Concealment for B-Frames in VVC,Document Title,neural network,Document Title,neural network
10.1109/ISCAS48785.2022.9937846,A Lightweight Model with Separable CNN and LSTM for Video Prediction,"Document Title, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","cnn, deep learning, neural network, convolutional neural network, autoencoder, deep learning, deep learning","Document Title, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","cnn, deep learning, neural network, convolutional neural network, autoencoder, deep learning, deep learning"
10.1109/ISCAS48785.2022.9937260,Reliability Improvement in RRAM-based DNN for Edge Computing,"Author Keywords, Author Keywords","neural network, deep neural network","Author Keywords, Author Keywords","neural network, deep neural network"
10.1109/ISCAS48785.2022.9937467,A 12TOPS/W Computing-in-Memory Accelerator for Convolutional Neural Networks,Author Keywords,cnn,Author Keywords,cnn
10.1109/ISCAS48785.2022.9937414,Spatiotemporal Spike Pattern Detection with Second-order Memristive Synapses,"Author Affiliations, Abstract","ann, neural network","Author Affiliations, Abstract, Author Keywords","ann, neural network, unsupervised learning"
10.1109/ISCAS48785.2022.9937309,A Fully Memristive Spiking Neural Network with Unsupervised Learning,"Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, neural network, spiking neural network, neural network, spiking neural network","Document Title, Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, spiking neural network, unsupervised learning, neural network, spiking neural network, unsupervised learning, neural network, spiking neural network, unsupervised learning"
10.1109/ISCAS48785.2022.9937762,Equilibrium Propagation and (Memristor-based) Oscillatory Neural Networks,"Abstract, IEEE Terms","supervised learning, supervised learning","Abstract, Abstract, IEEE Terms, IEEE Terms","supervised learning, supervised learning, supervised learning, supervised learning"
10.1109/ISCAS48785.2022.9937204,Analog Correlator by a Dynamically-Reconfigured Switched-Capacitor Circuit,Abstract,transformer,Abstract,transformer
10.1109/ISCAS48785.2022.9937789,Artificial Neural Network Based Post-CTS QoR Report Prediction,"Document Title, Document Title, Abstract","artificial neural network, neural network, neural network","Document Title, Document Title, Abstract, Abstract, Author Keywords","artificial neural network, neural network, neural network, mse, machine learning"
10.1109/ISCAS48785.2022.9937698,DLPrPPG: Development and Design of Deep Learning Platform for Remote Photoplethysmography,"Document Title, Abstract, Abstract, Abstract, Abstract, IEEE Terms","deep learning, neural network, transformer, deep learning, cnn, deep learning","Document Title, Abstract, Abstract, Abstract, Abstract, IEEE Terms","deep learning, neural network, transformer, deep learning, cnn, deep learning"
10.1109/ISCAS48785.2022.9937766,Design of a 5-bit Signed SRAM-based In-Memory Computing Cell for Deep Learning Models,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, neural network, cnn, neural network, deep learning","Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, neural network, cnn, neural network, deep learning"
10.1109/ISCAS48785.2022.9938013,A 4-bit Integer-Only Neural Network Quantization Method Based on Shift Batch Normalization,"Document Title, Document Title, Author Keywords","neural network, batch normalization, neural network","Document Title, Document Title, Author Keywords","neural network, batch normalization, neural network"
10.1109/ISCAS48785.2022.9937576,A Non-conventional Sum-and-Max based Neural Network layer for Low Power Classification,Document Title,neural network,Document Title,neural network
10.1109/ISCAS48785.2022.9938004,An Attention-Based Network for Single Image HDR Reconstruction,"Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","autoencoder, attention mechanism, deep learning, cnn, deep learning, deep learning","Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","autoencoder, attention mechanism, deep learning, cnn, deep learning, deep learning"
10.1109/ISCAS48785.2022.9937339,Joint Representation Learning for Anomaly Detection in Surveillance Videos,"Abstract, Author Keywords, IEEE Terms","deep learning, autoencoder, deep learning","Abstract, Author Keywords, IEEE Terms","deep learning, autoencoder, deep learning"
10.1109/ISCAS48785.2022.9937721,Mobile-URSONet: an Embeddable Neural Network for Onboard Spacecraft Pose Estimation,"Document Title, Abstract, Abstract","neural network, neural network, convolutional neural network","Document Title, Abstract, Abstract","neural network, neural network, convolutional neural network"
10.1109/ISCAS48785.2022.9937618,Selective Input Sparsity in Spiking Neural Networks for Pattern Classification,"Abstract, Abstract","neural network, spiking neural network","Abstract, Abstract, Abstract","neural network, spiking neural network, training set"
10.1109/ISCAS48785.2022.9937265,ViSTRA3: Video Coding with Deep Parameter Adaptation and Post Processing,"Abstract, Abstract, Abstract","neural network, deep learning, cnn","Abstract, Abstract, Abstract","neural network, deep learning, cnn"
10.1109/ISCAS48785.2022.9937657,HYPERLOCK: In-Memory Hyperdimensional Encryption in Memristor Crossbar Array,"Abstract, Author Keywords","neural network, neural network","Abstract, Author Keywords","neural network, neural network"
10.1109/ISCAS48785.2022.9937779,Video Deep Learning Classification for Autonomous Vehicle Navigation,"Document Title, Abstract, IEEE Terms, IEEE Terms","deep learning, transfer learning, deep learning, transfer learning","Document Title, Abstract, Abstract, IEEE Terms, IEEE Terms, IEEE Terms","deep learning, transfer learning, transfer learning, deep learning, transfer learning, transfer learning"
10.1109/ISCAS48785.2022.9937457,Transfer Learning for Reuse of Analog Circuit Sizing Models Across Technology Nodes,"Document Title, Abstract, IEEE Terms","transfer learning, transfer learning, transfer learning","Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, IEEE Terms, IEEE Terms","transfer learning, transfer learning, transfer learning, training set, transfer learning, mae, transfer learning, transfer learning"
10.1109/ISCAS48785.2022.9937733,Object Contact Shape Classification Using Neuromorphic Spiking Neural Network with STDP Learning,"Document Title, Document Title, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, deep learning, neural network, spiking neural network","Document Title, Document Title, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, deep learning, neural network, spiking neural network"
10.1109/ISCAS48785.2022.9937951,EchoWrite-SNN: Acoustic Based Air-Written Shape Recognition Using Spiking Neural Networks,"Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, ann, cnn, neural network, spiking neural network","Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, ann, cnn, neural network, spiking neural network"
10.1109/ISCAS48785.2022.9937561,Deep Neural Network Based Cell Segmentation for Lab-on-CMOS Systems using Realtime Microscopy,"Document Title, Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","neural network, deep neural network, neural network, deep neural network, neural network, deep learning","Document Title, Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","neural network, deep neural network, neural network, deep neural network, neural network, deep learning"
10.1109/ISCAS48785.2022.9937966,Physics-based modeling of a bi-layer Al₂O₃/Nb₂O₅ analog memristive device,"Abstract, Abstract","artificial neural network, neural network","Abstract, Abstract","artificial neural network, neural network"
10.1109/ISCAS48785.2022.9937207,Design Space Exploration of Dense and Sparse Mapping Schemes for RRAM Architectures,"Author Affiliations, Abstract, Author Keywords","ann, deep learning, deep learning","Author Affiliations, Abstract, Author Keywords","ann, deep learning, deep learning"
10.1109/ISCAS48785.2022.9937918,Performance Analysis of Memristive-CNN based on a VCM Device Model,"Document Title, Abstract, Author Keywords","cnn, cnn, cnn","Document Title, Abstract, Author Keywords","cnn, cnn, cnn"
10.1109/ISCAS48785.2022.9937890,Purely Spintronic Leaky Integrate-and-Fire Neurons,"Author Keywords, Author Keywords","artificial neural network, neural network","Author Keywords, Author Keywords, IEEE Terms","artificial neural network, neural network, machine learning"
10.1109/ISCAS48785.2022.9937848,High-Density Digital RRAM-based Memory with Bit-line Compute Capability,IEEE Terms,deep learning,IEEE Terms,deep learning
