DOI,Title,Matched Columns,Matched keywards,Matched Columns 2,Matched keywards 2
10.1109/ISCAS45731.2020.9180576,gm/ID Design Considerations for Subthreshold-Based CMOS Two-Stage Operational Amplifiers,Abstract,low-power ,Abstract,precision
10.1109/ISCAS45731.2020.9180634,MuBiNN: Multi-Level Binarized Recurrent Neural Network for EEG Signal Classification,"Abstract, IEEE Terms","energy-efficient, quantization","Document Title, Document Title, Abstract","neural network, recurrent neural network, precision"
10.1109/ISCAS45731.2020.9180670,AVAC: A Machine Learning Based Adaptive RRAM Variability-Aware Controller for Edge Devices,Abstract,energy consumption,"Document Title, Abstract, IEEE Terms","machine learning, machine learning, machine learning"
10.1109/ISCAS45731.2020.9180682,Live Demonstration: Low-Power and High-Speed Deep FPGA Inference Engines for Weed Classification at the Edge,"Document Title, Abstract","low-power , low-power ","Abstract, Author Keywords","test set, machine learning"
10.1109/ISCAS45731.2020.9180704,VLSI Design of Tree-Based Inference for Low-Power Learning Applications,"Document Title, IEEE Terms","low-power , quantization","Abstract, Author Keywords, Author Keywords","machine learning, machine learning, decision tree"
10.1109/ISCAS45731.2020.9180724,A Low Voltage Discriminant Circuit for Pattern Recognition Exploiting the Asymmetrical Characteristics of Tunnel FET,Abstract,energy consumption,"Abstract, Author Keywords","machine learning, machine learning"
10.1109/ISCAS45731.2020.9180728,An Inference Hardware Accelerator for EEG-Based Emotion Detection,Abstract,low-power ,"Abstract, Abstract","neural network, convolutional neural network"
10.1109/ISCAS45731.2020.9180729,A Multi-Feature Nonlinear-SVM Seizure Detection Algorithm with Patient-Specific Channel Selection and Feature Customization,Abstract,low-power ,"Document Title, Abstract, Abstract","svm, dimensionality reduction, svm"
10.1109/ISCAS45731.2020.9180742,Low-Cost Reservoir Computing using Cellular Automata and Random Forests,"Abstract, Abstract","pruning, memory usage",Abstract,random forest
10.1109/ISCAS45731.2020.9180744,Accurate and Energy-Efficient Implementation of Non-Linear Adder in Parallel Stochastic Computing using Sorting Network,"Document Title, Abstract, IEEE Terms","energy-efficient, energy consumption, energy consumption","Abstract, Abstract","neural network, activation functions"
10.1109/ISCAS45731.2020.9180763,"Unified Analysis, Modeling, and Simulation of Chopping Artifacts in Continuous-Time Delta-Sigma Modulators","Abstract, IEEE Terms","quantization, quantization",Author Keywords,precision
10.1109/ISCAS45731.2020.9180769,Hardware Efficient Function Computation Based on Optimized Piecewise Polynomial Approximation,"Abstract, IEEE Terms","quantization, quantization",Author Keywords,activation functions
10.1109/ISCAS45731.2020.9180801,A Process-Variation Robust RRAM-Compatible CMOS Neuron for Neuromorphic System-on-a-Chip,Abstract,low-power ,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords","artificial neural network, neural network, ann, transfer learning, transfer learning"
10.1109/ISCAS45731.2020.9180808,Analog Weight Updates with Compliance Current Modulation of Binary ReRAMs for On-Chip Learning,Abstract,low-power ,Abstract,test set
10.1109/ISCAS45731.2020.9180810,MemTorch: A Simulation Framework for Deep Memristive Cross-Bar Architectures,Abstract,resource-constrained,"Abstract, Abstract, Author Keywords","deep learning, machine learning, deep learning"
10.1109/ISCAS45731.2020.9180843,Accelerating Tiny YOLOv3 using FPGA-Based Hardware/Software Co-Design,"Abstract, Abstract","energy consumption, real-time performance",Abstract,cnn
10.1109/ISCAS45731.2020.9180844,A Convolutional Neural Network Accelerator Architecture with Fine-Granular Mixed Precision Configurability,Abstract,quantization,"Document Title, Document Title, Document Title, Abstract, Abstract, Abstract","neural network, convolutional neural network, precision, deep learning, cnn, precision"
10.1109/ISCAS45731.2020.9180855,Sub-1 V Output-Capacitor-Less Low-Dropout Regulator with Two Compensation Amplifiers for Enhanced Power Supply Rejection,Abstract,low-power ,"Document Title, Abstract","dropout, dropout"
10.1109/ISCAS45731.2020.9180856,"Low Quiescent Current, Capacitor-Less LDO with Adaptively Biased Power Transistors and Load Aware Feedback Resistance",Abstract,low-power ,Author Keywords,dropout
10.1109/ISCAS45731.2020.9180860,A Current Efficient 10mA Analog-Assisted Digital Low Dropout Regulator with Dynamic Clock Frequency in 65nm CMOS,Abstract,quantization,"Document Title, Author Keywords","dropout, dropout"
10.1109/ISCAS45731.2020.9180862,A Low-Voltage Split Memory Architecture for Binary Neural Networks,"Document Title, Abstract, Author Keywords, Author Keywords","binary neural networks, binary neural networks, quantization, bnn","Abstract, Author Keywords, Author Keywords","batch normalization, neural network, cnn"
10.1109/ISCAS45731.2020.9180865,Zebra: Memory Bandwidth Reduction for CNN Accelerators with Zero Block Regularization of Activation Maps,Abstract,pruning,"Document Title, Abstract","cnn, cnn"
10.1109/ISCAS45731.2020.9180869,DC-LSTM: Deep Compressed LSTM with Low Bit-Width and Structured Matrices,"Abstract, Abstract, Author Keywords, IEEE Terms","quantization, pruning, model compression, quantization","Abstract, Author Keywords","long short-term memory, long short-term memory"
10.1109/ISCAS45731.2020.9180876,Energy-Efficient Arbitrary Precision Multi-Bit Multiplication with Bi-Serial In/Near Memory Computing,"Document Title, Author Keywords","energy-efficient, energy-efficient","Document Title, Abstract","precision, precision"
10.1109/ISCAS45731.2020.9180917,Frequency Behaviour of FeFET-Based Ultra-Low-Power Coupled Oscillator Neurons,Document Title,low-power ,Abstract,machine learning
10.1109/ISCAS45731.2020.9180918,A Novel Conversion Method for Spiking Neural Network using Median Quantization,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","quantization, quantization, energy consumption, quantization, quantization","Document Title, Document Title, Abstract, Abstract, Abstract","neural network, spiking neural network, neural network, deep learning, ann"
10.1109/ISCAS45731.2020.9180919,Optimize FPGA-Based Neural Network Accelerator with Bit-Shift Quantization,"Document Title, Abstract, IEEE Terms","quantization, quantization, quantization","Document Title, Abstract, Abstract, Abstract","neural network, neural network, deep neural network, mean absolute error"
10.1109/ISCAS45731.2020.9180920,An In-Flash Binary Neural Network Accelerator with SLC NAND Flash Array,"Abstract, Author Keywords","bnn, bnn","Document Title, Abstract, Author Keywords, Author Keywords","neural network, neural network, neural network, machine learning"
10.1109/ISCAS45731.2020.9180921,Hardware-Oriented Dual Stream Object Recognition System using Binarized Neural Networks,Abstract,bnn,"Abstract, Abstract","cnn, machine learning"
10.1109/ISCAS45731.2020.9180924,Supported-BinaryNet: Bitcell Array-Based Weight Supports for Dynamic Accuracy-Energy Trade-Offs in SRAM-Based Binarized Neural Network,"Abstract, IEEE Terms","bnn, quantization","Document Title, Abstract, Abstract, Author Keywords","neural network, neural network, dropout, neural network"
10.1109/ISCAS45731.2020.9180949,A 6bit 1.2GS/s Symmetric Successive Approximation Energy-Efficient Time-to-Digital Converter in 40nm CMOS,"Document Title, Abstract, Author Keywords","energy-efficient, energy-efficient, energy-efficient",Abstract,precision
10.1109/ISCAS45731.2020.9180998,Leveraging Independent Double-Gate FinFET Devices for Machine Learning Classification,Abstract,energy consumption,"Document Title, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning, machine learning"
10.1109/ISCAS45731.2020.9181002,Efficient Time-Multiplexed Realization of Feedforward Artificial Neural Networks,"Abstract, Abstract, IEEE Terms","quantization, energy consumption, quantization","Abstract, Abstract, Abstract","artificial neural network, neural network, ann"
10.1109/ISCAS45731.2020.9181004,Optimized Random Forest Classifier for Drone Pilot Identification,Abstract,memory usage,"Document Title, Abstract, Abstract","random forest, machine learning, random forest"
10.1109/ISCAS45731.2020.9181005,Algorithmic Enablers for Compact Neural Network Topology Hardware Design: Review and Trends,"Abstract, Abstract, Author Keywords, IEEE Terms","quantization, pruning, pruning, quantization","Document Title, Abstract, Abstract, Abstract, Author Keywords","neural network, neural network, dimensionality reduction, precision, neural network"
10.1109/ISCAS45731.2020.9181022,A Variation Robust Inference Engine Based on STT-MRAM with Parallel Read-Out,IEEE Terms,quantization,"Abstract, Abstract","neural network, deep neural network"
10.1109/ISCAS45731.2020.9181033,Hardware Implementation of PCM-Based Neurons with Self-Regulating Threshold for Homeostatic Scaling in Unsupervised Learning,Abstract,energy-efficient,"Document Title, Abstract, Author Keywords, IEEE Terms","unsupervised learning, neural network, unsupervised learning, unsupervised learning"
10.1109/ISCAS45731.2020.9181037,VersaTile Convolutional Neural Network Mapping on FPGAs,Abstract,energy consumption,"Document Title, Document Title","neural network, convolutional neural network"
10.1109/ISCAS45731.2020.9181038,Memory Footprint Optimization Techniques for Machine Learning Applications in Embedded Systems,Abstract,memory usage,"Document Title, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning, machine learning"
10.1109/ISCAS45731.2020.9181041,Voltage Divider for Self-Limited Analog State Programing of Memristors,"Abstract, Abstract","energy-efficient, energy consumption",Abstract,precision
10.1109/ISCAS45731.2020.9181099,Training Progressively Binarizing Deep Networks using FPGAs,Abstract,bnn,"Author Keywords, IEEE Terms","deep learning, backpropagation"
10.1109/ISCAS45731.2020.9181100,A 54.7 fps 3D Point Cloud Semantic Segmentation Processor with Sparse Grouping Based Dilated Graph Convolutional Network for Mobile Devices,Author Keywords,low-power ,"Author Keywords, Author Keywords","neural network, deep neural network"
10.1109/ISCAS45731.2020.9181108,A Pipelined Memristive Neural Network Analog-to-Digital Converter,"Abstract, Abstract","low-power , energy-efficient","Document Title, Abstract, Abstract, Abstract, Author Keywords","neural network, neural network, machine learning, precision, machine learning"
10.1109/ISCAS45731.2020.9181209,An Energy-Efficient Flexible Capacitive Pressure Sensing System,"Document Title, Abstract, Abstract, Abstract","energy-efficient, low-power , energy-efficient, bnn",Abstract,neural network
10.1109/ISCAS45731.2020.9181231,Using Machine Learning for Person Identification through Physical Activities,Author Keywords,edge ai,"Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","machine learning, neural network, deep neural network, machine learning, deep learning, machine learning, machine learning, principal component analysis"
10.1109/ISCAS45731.2020.9181238,RL Based Network Accelerator Compiler for Joint Compression Hyper-Parameter Search,"Abstract, Abstract, IEEE Terms, IEEE Terms","quantization, pruning, quantization, energy consumption","Abstract, Author Keywords","reinforcement learning, reinforcement learning"
10.1109/ISCAS45731.2020.9181240,Dynamically Generated Compact Neural Networks for Task Progressive Learning,Abstract,pruning,"Abstract, Abstract, Abstract, Abstract","neural network, ann, machine learning, overfitting"
10.1109/ISCAS45731.2020.9181242,A Gradient-Interleaved Scheduler for Energy-Efficient Backpropagation for Training Neural Networks,"Document Title, Abstract","energy-efficient, energy consumption","Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","backpropagation, neural network, backpropagation, activation functions, neural network, deep learning, backpropagation"
10.1109/ISCAS45731.2020.9181257,Live Demonstration: Neuromorphic Sensory Integration for Combining Sound Source Localization and Collision Avoidance,Abstract,nas,"Abstract, Abstract","neural network, spiking neural network"
10.1109/ISCAS45731.2020.9181262,Live Demonstration: Vision-Based Real-Time Fall Detection System on Embedded System,"Abstract, Abstract, Author Keywords","pruning, raspberry pi, raspberry pi","Abstract, Author Keywords","neural network, cnn"
10.1109/ISCAS45731.2020.9181287,FruitMeter: An AD5933-Based Portable Impedance Analyzer for Fruit Quality Characterization,Abstract,stm32,"Abstract, Abstract","precision, rmse"
10.1109/ISCAS51556.2021.9401440,Self-Powered Motion Tracking Sensor Integrated with Low-Power CMOS Circuitry,Document Title,low-power ,Abstract,dropout
10.1109/ISCAS51556.2021.9401338,A 5.9μW Ultra-Low-Power Dual-Resolution CIS Chip of Sensing-with-Computing for Always-on Intelligent Visual Devices,"Document Title, Abstract, Abstract, Author Keywords","low-power , low-power , bnn, bnn",Abstract,precision
10.1109/ISCAS51556.2021.9401676,Energy-Efficient Data Symbol Detection via Boosted Learning for Multi-Actuator Data Storage Systems,"Document Title, Abstract","energy-efficient, energy-efficient","Abstract, Abstract, Author Keywords","machine learning, gradient boosting, machine learning"
10.1109/ISCAS51556.2021.9401257,Energy-Efficient Read-Out IC for High-Precision DC Measurement System with Instrumentation Amplifier Power Reduction Technique,Document Title,energy-efficient,"Document Title, Abstract","precision, precision"
10.1109/ISCAS51556.2021.9401181,VSA: Reconfigurable Vectorwise Spiking Neural Network Accelerator,"Abstract, Abstract, IEEE Terms","inference time, energy consumption, energy consumption","Document Title, Document Title, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, spiking neural network, batch normalization, neural network, spiking neural network, deep learning"
10.1109/ISCAS51556.2021.9401489,Rapid Design Space Exploration of Near-Optimal Memory-Reduced DCNN Architecture Using Multiple Model Compression Techniques,"Document Title, Abstract, Author Keywords","model compression, memory-efficient, pruning","Abstract, Abstract","neural network, convolutional neural network"
10.1109/ISCAS51556.2021.9401751,An FPGA-Based Neural Network Overlay for ADAS Supporting Multi-Model and Multi-Mode,"Author Affiliations, Abstract","energy-efficient, memory usage","Document Title, Abstract, Abstract, IEEE Terms","neural network, neural network, deep learning, deep learning"
10.1109/ISCAS51556.2021.9401666,Recurrent Neural Network Circuit for Automated Detection of Atrial Fibrillation from Raw ECG,"Abstract, IEEE Terms","energy consumption, energy consumption","Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords","neural network, recurrent neural network, neural network, recurrent neural network, neural network, recurrent neural network"
10.1109/ISCAS51556.2021.9401447,Multi-Core Power Management through Deep Reinforcement Learning,"Abstract, Abstract, IEEE Terms","low-power , energy consumption, energy consumption","Document Title, Abstract, IEEE Terms","reinforcement learning, reinforcement learning, reinforcement learning"
10.1109/ISCAS51556.2021.9401160,Prosthesis Control Using Spike Rate Coding in the Retina Photoreceptor Cells,Abstract,arduino,Author Affiliations,ann
10.1109/ISCAS51556.2021.9401085,Adaptive Input-to-Neuron Interlink Development in Training of Spike-Based Liquid State Machines,Abstract,energy-efficient,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, deep learning, neural network, spiking neural network"
10.1109/ISCAS51556.2021.9401448,Efficient Integer-Arithmetic-Only Convolutional Networks with Bounded ReLU,"Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization","Author Keywords, Author Keywords","neural network, convolutional neural network"
10.1109/ISCAS51556.2021.9401655,Cache Compression with Golomb-Rice Code and Quantization for Convolutional Neural Networks,"Document Title, Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization, quantization","Abstract, Abstract, Abstract, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn, neural network, convolutional neural network"
10.1109/ISCAS51556.2021.9401187,Efficient Resource-Aware Neural Architecture Search with Dynamic Adaptive Network Sampling,"Document Title, Abstract, Abstract, Author Keywords","neural architecture search, neural architecture search, nas, nas","Document Title, Abstract","neural architecture search, neural architecture search"
10.1109/ISCAS51556.2021.9401695,STT-MRAM Architecture with Parallel Accumulator for In-Memory Binary Neural Networks,"Document Title, Abstract","binary neural networks, bnn","Abstract, Abstract","neural network, multi-layer perceptron"
10.1109/ISCAS51556.2021.9401269,Low Energy Domain Wall Memory Based Convolution Neural Network Design with Optimizing MAC Architecture,Abstract,energy consumption,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords","neural network, neural network, convolutional neural network, convolution layer, cnn, neural network"
10.1109/ISCAS51556.2021.9401084,Low-Cost and Unobtrusive Respiratory Condition Monitoring Based on Raspberry Pi and Recurrent Neural Network,"Document Title, Abstract","raspberry pi, raspberry pi","Document Title, Document Title, Abstract, Abstract, Abstract, Abstract","neural network, recurrent neural network, neural network, recurrent neural network, precision, recall"
10.1109/ISCAS51556.2021.9401600,A 40nm 1Mb 35.6 TOPS/W MLC NOR-Flash Based Computation-in-Memory Structure for Machine Learning,"Abstract, IEEE Terms","quantization, quantization","Document Title, Author Keywords, Author Keywords, IEEE Terms","machine learning, neural network, convolutional neural network, machine learning"
10.1109/ISCAS51556.2021.9401560,A New Neuromorphic Computing Approach for Epileptic Seizure Prediction,Abstract,energy-efficient,"Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn, precision, neural network, convolutional neural network"
10.1109/ISCAS51556.2021.9401431,An Energy Efficient Functional near Infrared Spectroscopy System Employing Spatial Adaptive Sampling Technique,"Abstract, Author Keywords","bnn, bnn","Abstract, Author Keywords","neural network, neural network"
10.1109/ISCAS51556.2021.9401155,ReRAM-Sharing: Fine-Grained Weight Sharing for ReRAM-Based Deep Neural Network Accelerator,"Document Title, Abstract, Abstract","weight sharing, pruning, weight sharing","Document Title, Document Title","neural network, deep neural network"
10.1109/ISCAS51556.2021.9401384,Hybrid In-Memory Computing Architecture for the Training of Deep Neural Networks,Abstract,memory-efficient,Abstract,precision
10.1109/ISCAS51556.2021.9401293,Saturation RRAM Leveraging Bit-Level Sparsity Resulting from Term Quantization,"Document Title, Abstract, IEEE Terms","quantization, quantization, quantization","Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn, neural network, convolutional neural network, cnn"
10.1109/ISCAS51556.2021.9401128,Circuit Techniques for Efficient Acceleration of Deep Neural Network Inference with Analog-AI (Invited),Abstract,energy-efficient,"Document Title, Document Title, Abstract","neural network, deep neural network, neural network"
10.1109/ISCAS51556.2021.9401075,Best Practices for Designing and Training Neural Networks Subjected to Random Variations,Abstract,low-power ,"Abstract, Abstract","neural network, overfitting"
10.1109/ISCAS51556.2021.9401716,A Scalable Extreme Learning Machine (S-ELM) for Class-Incremental ECG-Based User Identification,Abstract,inference time,"Abstract, Abstract","support vector machine, svm"
10.1109/ISCAS51556.2021.9401149,Tiny-FPU: Low-Cost Floating-Point Support for Small RISC-V MCU Cores,"Document Title, Abstract","mcu, mcu",Abstract,precision
10.1109/ISCAS51556.2021.9401282,Robust and Energy-Efficient PPG-Based Heart-Rate Monitoring,"Document Title, Abstract, Abstract, Abstract","energy-efficient, neural architecture search, mcu, nas","Abstract, Abstract, Abstract","neural architecture search, mean absolute error, mae"
10.1109/ISCAS51556.2021.9401564,Mixed-Precision Quantization and Parallel Implementation of Multispectral Riemannian Classification for Brain-Machine Interfaces,"Document Title, Abstract, Abstract, Abstract","quantization, low-power , energy-efficient, mcu","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","precision, neural network, convolutional neural network, machine learning, precision, deep learning, machine learning"
10.1109/ISCAS51556.2021.9401607,A 1.13μJ/Classification Spiking Neural Network Accelerator with a Single-Spike Neuron Model and Sparse Weights,IEEE Terms,quantization,"Document Title, Document Title, Abstract, Abstract","neural network, spiking neural network, neural network, spiking neural network"
10.1109/ISCAS51556.2021.9401426,POPPINS: A Population-Based Digital Spiking Neuromorphic Processor with Integer Quadratic Integrate-and-Fire Neurons,"Abstract, Author Keywords","low-power , low-power ","Abstract, Author Keywords, Author Keywords","neural network, neural network, spiking neural network"
10.1109/ISCAS51556.2021.9401449,Energy-Efficient Spin-Orbit Torque MRAM Operations for Neural Network Processor,"Document Title, Abstract","energy-efficient, energy-efficient","Document Title, Abstract, Author Keywords","neural network, neural network, neural network"
10.1109/ISCAS51556.2021.9401064,Design-Technology Space Exploration for Energy Efficient AiMC-Based Inference Acceleration,Abstract,energy-efficient,"Abstract, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, cnn, cnn"
10.1109/ISCAS51556.2021.9401686,Impact of Quantization Noise Errors in FPGA Based WLAN Timing Synchronization with the Schmidl and Cox Algorithm,"Document Title, Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization, quantization",Abstract,precision
10.1109/ISCAS51556.2021.9401461,BioCare: An Energy-Efficient CGRA for Bio-Signal Processing at the Edge,"Document Title, Abstract","energy-efficient, energy-efficient",Abstract,precision
10.1109/ISCAS51556.2021.9401300,A 1D-CNN Based Deep Learning Technique for Sleep Apnea Detection in IoT Sensors,Abstract,pruning,"Document Title, Document Title, Abstract, Abstract","deep learning, cnn, neural network, convolutional neural network"
10.1109/ISCAS51556.2021.9401333,"Event-Driven ECG Classification Using an Open-Source, LC-ADC Based Non-Uniformly Sampled Dataset","Abstract, IEEE Terms","quantization, quantization","Abstract, Abstract, Abstract","artificial neural network, neural network, ann"
10.1109/ISCAS51556.2021.9401427,Resource and Energy Efficient Implementation of ECG Classifier Using Binarized CNN for Edge AI Devices,"Document Title, Abstract","edge ai, energy-efficient","Document Title, Abstract, Abstract, Abstract","cnn, neural network, convolutional neural network, precision"
10.1109/ISCAS51556.2021.9401123,Accounting for Memristor I-V Non-Linearity in Low Power Memristive Amplifiers,Abstract,low-power ,Abstract,precision
10.1109/ISCAS51556.2021.9401231,Live Demonstration: Real-Time Multi-Hand Segmentation on Exhibition,Abstract,pruning,Abstract,neural network
10.1109/ISCAS51556.2021.9401491,Live Demonstration: Energy-Efficient Data Symbol Detection Via Boosted Learning for Multi-Actuator Data Storage Systems,Document Title,energy-efficient,IEEE Terms,machine learning
10.1109/ISCAS51556.2021.9401657,Adaptive Quantization Method for CNN with Computational-Complexity-Aware Regularization,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","quantization, quantization, inference time, quantization, quantization","Document Title, Abstract, Abstract, Author Keywords, Author Keywords","cnn, gradient descent, cnn, cnn, precision"
10.1109/ISCAS51556.2021.9401438,Knowledge Distillation Based on Positive-Unlabeled Classification and Attention Mechanism,Document Title,knowledge distillation,"Document Title, Abstract, Abstract, IEEE Terms","attention mechanism, attention mechanism, deep learning, deep learning"
10.1109/ISCAS51556.2021.9401451,Approximate Logic Synthesis in the Loop for Designing Low-Power Neural Network Accelerator,"Document Title, Abstract","low-power , low-power ","Document Title, Abstract, Author Keywords","neural network, neural network, neural network"
10.1109/ISCAS51556.2021.9401790,Reinforcement Learning Enabled Routing for High-Performance Networks-on-Chip,Abstract,energy consumption,"Document Title, Abstract, IEEE Terms","reinforcement learning, reinforcement learning, reinforcement learning"
10.1109/ISCAS51556.2021.9401457,A 1-μA-Quiescent-Current Capacitor-Less LDO Regulator with Adaptive Embedded Slew-Rate Enhancement Circuit,Abstract,low-power ,"Abstract, Author Keywords","dropout, dropout"
10.1109/ISCAS51556.2021.9401133,Transform-Based Feature Map Compression for CNN Inference,"Abstract, IEEE Terms","quantization, quantization","Document Title, Abstract, Author Keywords, IEEE Terms","cnn, machine learning, cnn, machine learning"
10.1109/ISCAS51556.2021.9401421,A Dense Tensor Accelerator with Data Exchange Mesh for DNN and Vision Workloads,Abstract,memory-efficient,"Abstract, Author Keywords","cnn, neural network"
10.1109/ISCAS51556.2021.9401746,Design Framework for SRAM-Based Computing-In-Memory Edge CNN Accelerators,Abstract,energy consumption,"Document Title, Abstract, Abstract, Abstract, Author Keywords","cnn, neural network, convolutional neural network, cnn, cnn"
10.1109/ISCAS51556.2021.9401530,A Crossbar Array of Analog-Digital-Hybrid Volatile Memory Synapse Cells for Energy-Efficient On-Chip Learning,"Document Title, Abstract, Abstract","energy-efficient, energy-efficient, energy consumption","Abstract, Author Keywords","machine learning, neural network"
10.1109/ISCAS51556.2021.9401404,A Systematic Side-Channel Evaluation of Black Box AES in Secure MCU: Architecture Recovery and Retrieval of PUF Based Secret Key,Document Title,mcu,"Abstract, Author Keywords","deep learning, deep learning"
10.1109/ISCAS51556.2021.9401556,Minimizing Energy of DNN Training with Adaptive Bit-Width and Voltage Scaling,IEEE Terms,energy consumption,"Author Keywords, IEEE Terms","deep learning, deep learning"
10.1109/ISCAS51556.2021.9401362,"H-Watch: An Open, Connected Platform for AI-Enhanced COVID19 Infection Symptoms Monitoring and Contact Tracing",Abstract,mcu,"Abstract, Author Keywords","machine learning, machine learning"
10.1109/ISCAS51556.2021.9401620,Parametric Study of Performance of Remote Photopletysmography System,Abstract,low-power ,Abstract,rmse
10.1109/ISCAS51556.2021.9401381,Spatial and Channel Dimensions Attention Feature Transfer for Better Convolutional Neural Networks,"Abstract, Abstract","model compression, knowledge distillation",Abstract,attention mechanism
10.1109/ISCAS51556.2021.9401517,Exploiting Resiliency for Kernel-Wise CNN Approximation Enabled by Adaptive Hardware Design,"Abstract, Abstract, IEEE Terms","low-power , quantization, quantization","Document Title, Abstract, Author Keywords","cnn, cnn, cnn"
10.1109/ISCAS51556.2021.9401109,Data-Free Network Pruning for Model Compression,"Document Title, Document Title, Abstract, Abstract","model compression, pruning, model compression, pruning",Abstract,neural network
10.1109/ISCAS51556.2021.9401474,A Switched-Capacitor Power Side-Channel Attack Detection Circuit in 65-nm CMOS,Abstract,energy-efficient,Abstract,machine learning
10.1109/ISCAS51556.2021.9401154,Robustifying the Deployment of tinyML Models for Autonomous Mini-Vehicles,"Document Title, Abstract, Author Keywords","tinyml, low-power , tinyml",Abstract,deep learning
10.1109/ISCAS51556.2021.9401130,Iterative Multiple-Path One-Shot NAS for the Optimized Performance,"Document Title, Abstract, Author Keywords","nas, nas, nas","Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","neural network, deep neural network, convolution layer, random search, neural network, reinforcement learning, transfer learning, transfer learning"
10.1109/ISCAS51556.2021.9401295,LSTMs for Keyword Spotting with ReRAM-Based Compute-In-Memory Architectures,Document Title,keyword spotting,"Abstract, Abstract, Abstract","neural network, long short-term memory, precision"
10.1109/ISCAS51556.2021.9401356,HSC: A Hybrid Spin/CMOS Logic Based In-Memory Engine with Area-Efficient Mapping Strategy,"Abstract, Abstract","binary neural networks, bnn","Abstract, Author Keywords","deep learning, neural network"
10.1109/ISCAS51556.2021.9401368,Adaptive Real-Time Loop Closure Detection Based on Image Feature Concatenation,Abstract,real-time performance,"Abstract, Abstract, Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn, precision, recall"
10.1109/ISCAS51556.2021.9401192,An Energy-Efficient Convolution Unit for Depthwise Separable Convolutional Neural Networks,"Document Title, Abstract","energy-efficient, energy-efficient",Abstract,cnn
10.1109/ISCAS51556.2021.9401549,TCP-Net: Minimizing Operation Counts of Binarized Neural Network Inference,"Abstract, Abstract, Author Keywords","pruning, bnn, pruning","Document Title, Abstract, Author Keywords","neural network, neural network, neural network"
10.1109/ISCAS51556.2021.9401214,ChewBaccaNN: A Flexible 223 TOPS/W BNN Accelerator,"Document Title, Abstract, Author Keywords","bnn, binary neural networks, binary neural networks","Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn"
10.1109/ISCAS51556.2021.9401767,Implementing Efficient Balanced Networks with Mixed-Signal Spike-Based Learning Circuits,Abstract,low-power ,Abstract,precision
10.1109/ISCAS51556.2021.9401331,Dynamic Range and Complexity Optimization of Mixed-Signal Machine Learning Systems,"Abstract, Author Keywords","keyword spotting, keyword spotting","Document Title, Abstract, Author Keywords, IEEE Terms","machine learning, neural network, machine learning, machine learning"
10.1109/ISCAS51556.2021.9401249,Application of Cellular Neural Networks in Semantic Segmentation,Abstract,low-power ,Abstract,deep learning
10.1109/ISCAS51556.2021.9401626,Extraction of Binarized Neural Network Architecture and Secret Parameters Using Side-Channel Information,Abstract,bnn,"Document Title, Abstract, Author Keywords, Author Keywords","neural network, neural network, neural network, machine learning"
10.1109/ISCAS51556.2021.9401324,An Energy-Efficient Binarized Neural Network Using Analog-Intensive Feature Extraction for Keyword and Speaker Verification Wakeup,"Document Title, Abstract, Author Keywords","energy-efficient, keyword spotting, keyword spotting","Document Title, Abstract, Author Keywords","neural network, neural network, neural network"
10.1109/ISCAS51556.2021.9401799,Developing a Miniature Energy-Harvesting-Powered Edge Device with Multi-Exit Neural Network,"Abstract, Abstract, IEEE Terms","low-power , energy consumption, energy consumption","Document Title, Abstract","neural network, neural network"
10.1109/ISCAS51556.2021.9401565,A Computational Efficient Architecture for Extremely Sparse Stereo Network,Abstract,pruning,"Abstract, Author Keywords","cnn, cnn"
10.1109/ISCAS51556.2021.9401342,"A 216 μW, 87% Accurate Cow Behavior Classifying Decision Tree on FPGA with Interpolated Arctan2",Abstract,quantization,"Document Title, Author Keywords","decision tree, decision tree"
