DOI,Title,Matched Columns,Matched keywards,Matched Columns 2,Matched keywards 2
10.1109/ISCAS51556.2021.9401297,What Can a Remote Access Hardware Trojan do to a Network-on-Chip?,Abstract,machine learning,Abstract,machine learning
10.1109/ISCAS51556.2021.9401486,Waveform Domain Deep Learning Approach for RF Fingerprinting,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, neural network, deep learning, deep learning, deep learning","Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, neural network, deep learning, deep learning, deep learning"
10.1109/ISCAS51556.2021.9401658,Deep Learning Modulation Recognition for RF Spectrum Monitoring,"Document Title, Abstract, Abstract, Author Keywords","deep learning, neural network, convolutional neural network, deep learning","Document Title, Abstract, Abstract, Author Keywords","deep learning, neural network, convolutional neural network, deep learning"
10.1109/ISCAS51556.2021.9401551,Multimodal CNN Fusion Architecture with Multi-Features for Heart Sound Classification,"Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","cnn, neural network, convolutional neural network, cnn, neural network, cnn","Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","cnn, neural network, convolutional neural network, cnn, neural network, cnn"
10.1109/ISCAS51556.2021.9401766,Comprehensive Analysis of EEG Datasets for Epileptic Seizure Prediction,"Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning","Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning"
10.1109/ISCAS51556.2021.9401744,The Detection of Attentive Mental State Using a Mixed Neural Network Model,"Document Title, Abstract, Abstract","neural network, neural network, deep learning","Document Title, Abstract, Abstract","neural network, neural network, deep learning"
10.1109/ISCAS51556.2021.9401588,Real-Time EEG-Based Affective Computing Using On-Chip Learning Long-Term Recurrent Convolutional Network,"Abstract, Author Keywords","cnn, deep learning","Abstract, Author Keywords","cnn, deep learning"
10.1109/ISCAS51556.2021.9401617,RISC-V Barrel Processor for Deep Neural Network Acceleration,"Document Title, Document Title, Abstract, Abstract, Abstract","neural network, deep neural network, neural network, deep neural network, precision","Document Title, Document Title, Abstract, Abstract, Abstract","neural network, deep neural network, neural network, deep neural network, precision"
10.1109/ISCAS51556.2021.9401758,A Comparative Analysis of Time-Domain and Digital-Domain Hardware Accelerators for Neural Networks,Abstract,neural network,Abstract,neural network
10.1109/ISCAS51556.2021.9401075,Best Practices for Designing and Training Neural Networks Subjected to Random Variations,"Abstract, Abstract","neural network, overfitting","Abstract, Abstract","neural network, overfitting"
10.1109/ISCAS51556.2021.9401389,Data Balanced Bagging Ensemble of Convolutional- LSTM Neural Networks for Time Series Data Classification with an Imbalanced Dataset,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","bagging, neural network, batch normalization, pooling layer, bagging, recall, validation set, neural network, convolutional neural network, bagging, bagging","Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","bagging, neural network, batch normalization, pooling layer, bagging, recall, validation set, neural network, convolutional neural network, bagging, bagging"
10.1109/ISCAS51556.2021.9401347,An Efficient Deep Learning System for Epileptic Seizure Prediction,"Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","deep learning, autoencoder, variational autoencoder, deep learning, deep learning, supervised learning, supervised learning, deep learning","Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","deep learning, autoencoder, variational autoencoder, deep learning, deep learning, supervised learning, supervised learning, deep learning"
10.1109/ISCAS51556.2021.9401716,A Scalable Extreme Learning Machine (S-ELM) for Class-Incremental ECG-Based User Identification,"Abstract, Abstract","support vector machine, svm","Abstract, Abstract","support vector machine, svm"
10.1109/ISCAS51556.2021.9401523,"A Resource-Efficient, Robust QRS Detector Using Data Compression and Time-Sharing Architecture",Abstract,precision,Abstract,precision
10.1109/ISCAS51556.2021.9401641,MISNet: Multi-Resolution Level Feature Interpolating Ultralight-Weight Residual Image Super Resolution Network,"Abstract, Abstract, Author Keywords","neural network, convolutional neural network, deep learning","Abstract, Abstract, Author Keywords","neural network, convolutional neural network, deep learning"
10.1109/ISCAS51556.2021.9401522,MorphoNet: A Deep Image Super Resolution Network Using Hierarchical and Morphological Feature Generating Residual Blocks,"Abstract, Abstract, Author Keywords","neural network, deep neural network, deep learning","Abstract, Abstract, Author Keywords","neural network, deep neural network, deep learning"
10.1109/ISCAS51556.2021.9401410,BAFPN: An Optimization for YOLO,"Abstract, Author Keywords","batch normalization, machine learning","Abstract, Author Keywords","batch normalization, machine learning"
10.1109/ISCAS51556.2021.9401149,Tiny-FPU: Low-Cost Floating-Point Support for Small RISC-V MCU Cores,Abstract,precision,Abstract,precision
10.1109/ISCAS51556.2021.9401282,Robust and Energy-Efficient PPG-Based Heart-Rate Monitoring,"Abstract, Abstract, Abstract","neural architecture search, mean absolute error, mae","Abstract, Abstract, Abstract","neural architecture search, mean absolute error, mae"
10.1109/ISCAS51556.2021.9401564,Mixed-Precision Quantization and Parallel Implementation of Multispectral Riemannian Classification for Brain-Machine Interfaces,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","precision, neural network, convolutional neural network, machine learning, precision, deep learning, machine learning","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","precision, neural network, convolutional neural network, machine learning, precision, deep learning, machine learning"
10.1109/ISCAS51556.2021.9401607,A 1.13μJ/Classification Spiking Neural Network Accelerator with a Single-Spike Neuron Model and Sparse Weights,"Document Title, Document Title, Abstract, Abstract","neural network, spiking neural network, neural network, spiking neural network","Document Title, Document Title, Abstract, Abstract","neural network, spiking neural network, neural network, spiking neural network"
10.1109/ISCAS51556.2021.9401426,POPPINS: A Population-Based Digital Spiking Neuromorphic Processor with Integer Quadratic Integrate-and-Fire Neurons,"Abstract, Author Keywords, Author Keywords","neural network, neural network, spiking neural network","Abstract, Author Keywords, Author Keywords","neural network, neural network, spiking neural network"
10.1109/ISCAS51556.2021.9401667,Reducing Latency in a Converted Spiking Video Segmentation Network,"Abstract, Author Keywords, Author Keywords, Author Keywords","ann, neural network, spiking neural network, ann","Abstract, Author Keywords, Author Keywords, Author Keywords","ann, neural network, spiking neural network, ann"
10.1109/ISCAS51556.2021.9401602,A Heterogeneous Spiking Neural Network for Computationally Efficient Face Recognition,"Document Title, Document Title, Abstract, Abstract","neural network, spiking neural network, neural network, spiking neural network","Document Title, Document Title, Abstract, Abstract","neural network, spiking neural network, neural network, spiking neural network"
10.1109/ISCAS51556.2021.9401401,A High Accuracy Multiple-Command Speech Recognition ASIC Based on Configurable One-Dimension Convolutional Neural Network,"Document Title, Document Title, Abstract, Abstract, Abstract","neural network, convolutional neural network, neural network, convolutional neural network, cnn","Document Title, Document Title, Abstract, Abstract, Abstract","neural network, convolutional neural network, neural network, convolutional neural network, cnn"
10.1109/ISCAS51556.2021.9401449,Energy-Efficient Spin-Orbit Torque MRAM Operations for Neural Network Processor,"Document Title, Abstract, Author Keywords","neural network, neural network, neural network","Document Title, Abstract, Author Keywords","neural network, neural network, neural network"
10.1109/ISCAS51556.2021.9401723,Design of Computing-in-Memory (CIM) with Vertical Split-Gate Flash Memory for Deep Neural Network (DNN) Inference Accelerator,"Document Title, Document Title, Abstract","neural network, deep neural network, neural network","Document Title, Document Title, Abstract","neural network, deep neural network, neural network"
10.1109/ISCAS51556.2021.9401064,Design-Technology Space Exploration for Energy Efficient AiMC-Based Inference Acceleration,"Abstract, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, cnn, cnn","Abstract, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, cnn, cnn"
10.1109/ISCAS51556.2021.9401213,Efficient Multiple-Precision Posit Multiplier,"Document Title, Abstract","precision, precision","Document Title, Abstract","precision, precision"
10.1109/ISCAS51556.2021.9401625,Simplified Hardware Implementation of Memoryless Dot Product for Neural Network Inference,"Document Title, Author Keywords, Author Keywords","neural network, neural network, deep learning","Document Title, Author Keywords, Author Keywords","neural network, neural network, deep learning"
10.1109/ISCAS51556.2021.9401686,Impact of Quantization Noise Errors in FPGA Based WLAN Timing Synchronization with the Schmidl and Cox Algorithm,Abstract,precision,Abstract,precision
10.1109/ISCAS51556.2021.9401358,Concept Drift Detection Methods for Deep Learning Cognitive Radios: A Hardware Perspective,"Document Title, Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning, deep learning","Document Title, Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning, deep learning"
10.1109/ISCAS51556.2021.9401513,A Wide Input Power Line Energy Harvesting Circuit for Wireless Sensor Nodes,Author Keywords,transformer,Author Keywords,transformer
10.1109/ISCAS51556.2021.9401461,BioCare: An Energy-Efficient CGRA for Bio-Signal Processing at the Edge,Abstract,precision,Abstract,precision
10.1109/ISCAS51556.2021.9401300,A 1D-CNN Based Deep Learning Technique for Sleep Apnea Detection in IoT Sensors,"Document Title, Document Title, Abstract, Abstract","deep learning, cnn, neural network, convolutional neural network","Document Title, Document Title, Abstract, Abstract","deep learning, cnn, neural network, convolutional neural network"
10.1109/ISCAS51556.2021.9401333,"Event-Driven ECG Classification Using an Open-Source, LC-ADC Based Non-Uniformly Sampled Dataset","Abstract, Abstract, Abstract","artificial neural network, neural network, ann","Abstract, Abstract, Abstract","artificial neural network, neural network, ann"
10.1109/ISCAS51556.2021.9401741,Continuous User Authentication Using IoT Wearable Sensors,"Abstract, Abstract","support vector machine, svm","Abstract, Abstract","support vector machine, svm"
10.1109/ISCAS51556.2021.9401427,Resource and Energy Efficient Implementation of ECG Classifier Using Binarized CNN for Edge AI Devices,"Document Title, Abstract, Abstract, Abstract","cnn, neural network, convolutional neural network, precision","Document Title, Abstract, Abstract, Abstract","cnn, neural network, convolutional neural network, precision"
10.1109/ISCAS51556.2021.9401083,Blood Glucose Prediction in Type 1 Diabetes Using Deep Learning on the Edge,"Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, neural network, recurrent neural network, deep learning, deep learning, deep learning","Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, neural network, recurrent neural network, deep learning, deep learning, deep learning"
10.1109/ISCAS51556.2021.9401279,Impact of Parasitic Wire Resistance on Accuracy and Size of Resistive Crossbars,Abstract,neural network,Abstract,neural network
10.1109/ISCAS51556.2021.9401772,Audio-Visual Target Speaker Enhancement on Multi-Talker Environment Using Event-Driven Cameras,Author Keywords,deep learning,Author Keywords,deep learning
10.1109/ISCAS51556.2021.9401402,Instantaneous Stereo Depth Estimation of Real-World Stimuli with a Neuromorphic Stereo-Vision Setup,"Abstract, Abstract","neural network, spiking neural network","Abstract, Abstract","neural network, spiking neural network"
10.1109/ISCAS51556.2021.9401173,Current Multiplier Based Synapse and Neuron Circuits for Compact SNN Chip,"Abstract, Abstract","neural network, spiking neural network","Abstract, Abstract","neural network, spiking neural network"
10.1109/ISCAS51556.2021.9401278,High Convergence Rates of CMOS Invertible Logic Circuits Based on Many-Body Hamiltonians,IEEE Terms,machine learning,IEEE Terms,machine learning
10.1109/ISCAS51556.2021.9401493,Long-Term Memory Performance with Learning Behavior of Artificial Synaptic Memristor Based on Stacked Solution-Processed Switching Layers,Abstract,ann,Abstract,ann
10.1109/ISCAS51556.2021.9401334,Edge of Chaos in Memristor CNN with Hysteresis and Applications in Pattern Formation,"Document Title, Abstract, Author Keywords","cnn, cnn, cnn","Document Title, Abstract, Author Keywords","cnn, cnn, cnn"
10.1109/ISCAS51556.2021.9401123,Accounting for Memristor I-V Non-Linearity in Low Power Memristive Amplifiers,Abstract,precision,Abstract,precision
10.1109/ISCAS51556.2021.9401280,Analytical Investigation of Pattern Formation in an M-CNN with Locally Active NbOx Memristors,"Document Title, Abstract, Author Keywords","cnn, cnn, cnn","Document Title, Abstract, Author Keywords","cnn, cnn, cnn"
10.1109/ISCAS51556.2021.9401231,Live Demonstration: Real-Time Multi-Hand Segmentation on Exhibition,Abstract,neural network,Abstract,neural network
10.1109/ISCAS51556.2021.9401532,Live Demonstration: Intelligent Voice Wake-up Human-Following Robot,"Abstract, Author Keywords","neural network, cnn","Abstract, Author Keywords","neural network, cnn"
10.1109/ISCAS51556.2021.9401491,Live Demonstration: Energy-Efficient Data Symbol Detection Via Boosted Learning for Multi-Actuator Data Storage Systems,IEEE Terms,machine learning,IEEE Terms,machine learning
10.1109/ISCAS51556.2021.9401773,A Gm-Compensated 46-101 GHz Broadband Power Amplifier for High-Resolution FMCW Radars,Abstract,transformer,Abstract,transformer
10.1109/ISCAS51556.2021.9401264,A Ka-Band Quadrature-Hybrid LNA-PS with Gm- Boosting Technique in 40-nm CMOS,Abstract,transformer,Abstract,transformer
10.1109/ISCAS51556.2021.9401770,A Stealthy Hardware Trojan Design and Corresponding Detection Method,Author Keywords,clustering,Author Keywords,clustering
10.1109/ISCAS51556.2021.9401274,An Efficient Approach for DRC Hotspot Prediction with Convolutional Neural Network,"Document Title, Document Title, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, neural network, convolutional neural network, deep learning","Document Title, Document Title, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, neural network, convolutional neural network, deep learning"
10.1109/ISCAS51556.2021.9401563,A Step-Down ZVS Power Converter with Self-Driven Synchronous Rectifier,Abstract,transformer,Abstract,transformer
10.1109/ISCAS51556.2021.9401756,Cryogenic Performance for Compute-in-Memory Based Deep Neural Network Accelerator,"Document Title, Document Title","neural network, deep neural network","Document Title, Document Title","neural network, deep neural network"
10.1109/ISCAS51556.2021.9401657,Adaptive Quantization Method for CNN with Computational-Complexity-Aware Regularization,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords","cnn, gradient descent, cnn, cnn, precision","Document Title, Abstract, Abstract, Author Keywords, Author Keywords","cnn, gradient descent, cnn, cnn, precision"
10.1109/ISCAS51556.2021.9401382,Gradient Local Binary Pattern Layer to Initialize the Convolutional Neural Networks,"Abstract, Abstract","neural network, deep neural network","Abstract, Abstract","neural network, deep neural network"
10.1109/ISCAS51556.2021.9401438,Knowledge Distillation Based on Positive-Unlabeled Classification and Attention Mechanism,"Document Title, Abstract, Abstract, IEEE Terms","attention mechanism, attention mechanism, deep learning, deep learning","Document Title, Abstract, Abstract, IEEE Terms","attention mechanism, attention mechanism, deep learning, deep learning"
10.1109/ISCAS51556.2021.9401126,Training Multilayer Neural Networks Analytically Using Kernel Projection,"Abstract, Abstract, Abstract, Abstract, IEEE Terms, IEEE Terms","neural network, backpropagation, supervised learning, supervised learning, supervised learning, supervised learning","Abstract, Abstract, Abstract, Abstract, IEEE Terms, IEEE Terms","neural network, backpropagation, supervised learning, supervised learning, supervised learning, supervised learning"
10.1109/ISCAS51556.2021.9401525,Generating Adversarial Patches Using Data-Driven MultiD-WGAN,"Abstract, Abstract, IEEE Terms","machine learning, recall, machine learning","Abstract, Abstract, IEEE Terms","machine learning, recall, machine learning"
10.1109/ISCAS51556.2021.9401614,SVM Based Fast CU Partitioning Algorithm for VVC Intra Coding,"Document Title, Abstract, Abstract, Author Keywords","svm, support vector machine, svm, svm","Document Title, Abstract, Abstract, Author Keywords","svm, support vector machine, svm, svm"
10.1109/ISCAS51556.2021.9401285,Deep Multi-Scale Features Learning for Distorted Image Quality Assessment,"Author Keywords, Author Keywords","neural network, deep neural network","Author Keywords, Author Keywords","neural network, deep neural network"
10.1109/ISCAS51556.2021.9401287,Accelerating Convolutional Neural Network Inference Based on a Reconfigurable Sliced Systolic Array,"Document Title, Document Title, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn, neural network, convolutional neural network, deep learning","Document Title, Document Title, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn, neural network, convolutional neural network, deep learning"
10.1109/ISCAS51556.2021.9401577,A Low-Latency FPGA Implementation for Real-Time Object Detection,"Abstract, Abstract, Abstract, Abstract","neural network, deep neural network, pooling layer, cnn","Abstract, Abstract, Abstract, Abstract","neural network, deep neural network, pooling layer, cnn"
10.1109/ISCAS51556.2021.9401623,A Multi-Layer Parallel Hardware Architecture for Homomorphic Computation in Machine Learning,"Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, neural network, neural network training, machine learning, machine learning, machine learning","Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, neural network, neural network training, machine learning, machine learning, machine learning"
10.1109/ISCAS51556.2021.9401451,Approximate Logic Synthesis in the Loop for Designing Low-Power Neural Network Accelerator,"Document Title, Abstract, Author Keywords","neural network, neural network, neural network","Document Title, Abstract, Author Keywords","neural network, neural network, neural network"
10.1109/ISCAS51556.2021.9401212,Design Considerations for a Sub-25μW PLL with Multi-Phase Output and 1-450MHz Tuning Range,Abstract,dropout,Abstract,dropout
10.1109/ISCAS51556.2021.9401790,Reinforcement Learning Enabled Routing for High-Performance Networks-on-Chip,"Document Title, Abstract, IEEE Terms","reinforcement learning, reinforcement learning, reinforcement learning","Document Title, Abstract, IEEE Terms","reinforcement learning, reinforcement learning, reinforcement learning"
10.1109/ISCAS51556.2021.9401395,A Reversible-Logic Based Architecture for Long Short-Term Memory (LSTM) Network,"Document Title, Abstract, Author Keywords, Author Keywords","long short-term memory, long short-term memory, neural network, recurrent neural network","Document Title, Abstract, Author Keywords, Author Keywords","long short-term memory, long short-term memory, neural network, recurrent neural network"
10.1109/ISCAS51556.2021.9401631,"A 442.1 nVpp, 13.07 ppm/°C Ultra-Low Noise Bandgap Reference Circuit in 180 nm BCD Process",Author Affiliations,precision,Author Affiliations,precision
10.1109/ISCAS51556.2021.9401457,A 1-μA-Quiescent-Current Capacitor-Less LDO Regulator with Adaptive Embedded Slew-Rate Enhancement Circuit,"Abstract, Author Keywords","dropout, dropout","Abstract, Author Keywords","dropout, dropout"
10.1109/ISCAS51556.2021.9401466,Low Voltage Low Power Output Programmable OCL-LDO with Embedded Voltage Reference,Abstract,dropout,Abstract,dropout
10.1109/ISCAS51556.2021.9401095,An Area-Efficient Low Quiescent Current Output Capacitor-Less LDO with Fast Transient Response,"Abstract, Author Keywords","dropout, dropout","Abstract, Author Keywords","dropout, dropout"
10.1109/ISCAS51556.2021.9401677,High PSR LDO with Adaptive-EFFRC for Wearable Biomedical Application,"Abstract, Author Keywords","dropout, dropout","Abstract, Author Keywords","dropout, dropout"
10.1109/ISCAS51556.2021.9401670,Sparsity-Aware Clamping Readout Scheme for High Parallelism and Low Power Nonvolatile Computing-in-Memory Based on Resistive Memory,"Abstract, Abstract, Abstract","neural network, multi-layer perceptron, precision","Abstract, Abstract, Abstract","neural network, multi-layer perceptron, precision"
10.1109/ISCAS51556.2021.9401276,An Object Enhancement Method for Forward-Looking Sonar Images Based on Multi-Frame Fusion,Abstract,deep learning,Abstract,deep learning
10.1109/ISCAS51556.2021.9401093,A Novel Transfer Learning-Based Approach for Screening Pre-Existing Heart Diseases Using Synchronized ECG Signals and Heart Sounds,"Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","transfer learning, transfer learning, neural network, convolutional neural network, transfer learning, transfer learning, transfer learning, transfer learning, transfer learning, transfer learning","Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","transfer learning, transfer learning, neural network, convolutional neural network, transfer learning, transfer learning, transfer learning, transfer learning, transfer learning, transfer learning"
10.1109/ISCAS51556.2021.9401385,A Novel Low-Complexity Attention-Driven Composite Model for Speech Enhancement,"Abstract, Abstract, Abstract, Abstract, Abstract","neural network, convolutional neural network, long short-term memory, attention mechanism, cnn","Abstract, Abstract, Abstract, Abstract, Abstract","neural network, convolutional neural network, long short-term memory, attention mechanism, cnn"
10.1109/ISCAS51556.2021.9401787,CAUNet: Context-Aware U-Net for Speech Enhancement in Time Domain,"Document Title, Abstract, Abstract, Abstract, Author Keywords","u-net, neural network, transformer, u-net, transformer","Document Title, Abstract, Abstract, Abstract, Author Keywords","u-net, neural network, transformer, u-net, transformer"
10.1109/ISCAS51556.2021.9401665,AND8T SRAM Macro with Improved Linearity for Multi-Bit In-Memory Computing,"Abstract, Abstract","cnn, precision","Abstract, Abstract","cnn, precision"
10.1109/ISCAS51556.2021.9401133,Transform-Based Feature Map Compression for CNN Inference,"Document Title, Abstract, Author Keywords, IEEE Terms","cnn, machine learning, cnn, machine learning","Document Title, Abstract, Author Keywords, IEEE Terms","cnn, machine learning, cnn, machine learning"
10.1109/ISCAS51556.2021.9401421,A Dense Tensor Accelerator with Data Exchange Mesh for DNN and Vision Workloads,"Abstract, Author Keywords","cnn, neural network","Abstract, Author Keywords","cnn, neural network"
10.1109/ISCAS51556.2021.9401477,Hardware Model Based Simulation of Spiking Neuron Using Phase Plane,"Abstract, Abstract, Abstract","neural network, spiking neural network, machine learning","Abstract, Abstract, Abstract","neural network, spiking neural network, machine learning"
10.1109/ISCAS51556.2021.9401762,Fast FPGA-Based Emulation for ReRAM-Enabled Deep Neural Network Accelerator,"Document Title, Document Title, Abstract, Abstract","neural network, deep neural network, neural network, deep neural network","Document Title, Document Title, Abstract, Abstract","neural network, deep neural network, neural network, deep neural network"
10.1109/ISCAS51556.2021.9401746,Design Framework for SRAM-Based Computing-In-Memory Edge CNN Accelerators,"Document Title, Abstract, Abstract, Abstract, Author Keywords","cnn, neural network, convolutional neural network, cnn, cnn","Document Title, Abstract, Abstract, Abstract, Author Keywords","cnn, neural network, convolutional neural network, cnn, cnn"
10.1109/ISCAS51556.2021.9401530,A Crossbar Array of Analog-Digital-Hybrid Volatile Memory Synapse Cells for Energy-Efficient On-Chip Learning,"Abstract, Author Keywords","machine learning, neural network","Abstract, Author Keywords","machine learning, neural network"
10.1109/ISCAS51556.2021.9401404,A Systematic Side-Channel Evaluation of Black Box AES in Secure MCU: Architecture Recovery and Retrieval of PUF Based Secret Key,"Abstract, Author Keywords","deep learning, deep learning","Abstract, Author Keywords","deep learning, deep learning"
10.1109/ISCAS51556.2021.9401612,Characterizing the Communication Requirements of GNN Accelerators: A Model-Based Approach,Abstract,neural network,Abstract,neural network
10.1109/ISCAS51556.2021.9401377,A Hardware-Friendly Neuromorphic Spiking Neural Network for Frequency Detection and Fine Texture Decoding,"Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, neural network, spiking neural network, neural network, spiking neural network","Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, neural network, spiking neural network, neural network, spiking neural network"
10.1109/ISCAS51556.2021.9401749,Artificial Bio-Inspired Tactile Receptive Fields for Edge Orientation Classification,"Abstract, Abstract","neural network, spiking neural network","Abstract, Abstract","neural network, spiking neural network"
10.1109/ISCAS51556.2021.9401088,Demonstration of CAD Deployability for GPR Based Small-Signal Modelling of GaN HEMT,"Abstract, Abstract, Abstract","cross-validation, mean squared error, mse","Abstract, Abstract, Abstract","cross-validation, mean squared error, mse"
10.1109/ISCAS51556.2021.9401528,An Application Specific Vector Processor for CNN-Based Massive MIMO Positioning,"Document Title, Abstract","cnn, cnn","Document Title, Abstract","cnn, cnn"
10.1109/ISCAS51556.2021.9401307,Device Non-Ideality Effects and Architecture-Aware Training in RRAM In-Memory Computing Modules,Author Affiliations,ann,Author Affiliations,ann
10.1109/ISCAS51556.2021.9401793,All Hardware-Based Two-Layer Perceptron Implemented in Memristor Crossbar Arrays,Abstract,activation functions,Abstract,activation functions
10.1109/ISCAS51556.2021.9401558,Accurate Weight Mapping in a Multi-Memristive Synaptic Unit,Abstract,deep learning,Abstract,deep learning
10.1109/ISCAS51556.2021.9401621,Robust Deep Neural Object Detection and Segmentation for Automotive Driving Scenario with Compressed Image Data,"Abstract, Abstract, Author Keywords","cnn, precision, cnn","Abstract, Abstract, Author Keywords","cnn, precision, cnn"
10.1109/ISCAS51556.2021.9401502,A 0.084% Nonlinearity Open-Loop Capacitive Micro-Accelerometer with On-Chip Digital Nonlinearity Calibration and Embedded EEPROM,Abstract,precision,Abstract,precision
10.1109/ISCAS51556.2021.9401780,XbNN: Enabling CNNs on Edge Devices by Approximate On-Chip Dot Product Encoding,"Abstract, Abstract","neural network, cnn","Abstract, Abstract","neural network, cnn"
10.1109/ISCAS51556.2021.9401556,Minimizing Energy of DNN Training with Adaptive Bit-Width and Voltage Scaling,"Author Keywords, IEEE Terms","deep learning, deep learning","Author Keywords, IEEE Terms","deep learning, deep learning"
10.1109/ISCAS51556.2021.9401261,ELC-ECG: Efficient LSTM Cell for ECG Classification Based on Quantized Architecture,"Abstract, Abstract, Abstract, Abstract","neural network, recurrent neural network, long short-term memory, precision","Abstract, Abstract, Abstract, Abstract","neural network, recurrent neural network, long short-term memory, precision"
10.1109/ISCAS51556.2021.9401475,Comparison of Digit-Serial and Bit-Level Designs for Acceleration of Convolutional Neural Network Computation,"Document Title, Document Title, Abstract, Author Keywords","neural network, convolutional neural network, neural network, precision","Document Title, Document Title, Abstract, Author Keywords","neural network, convolutional neural network, neural network, precision"
10.1109/ISCAS51556.2021.9401362,"H-Watch: An Open, Connected Platform for AI-Enhanced COVID19 Infection Symptoms Monitoring and Contact Tracing","Abstract, Author Keywords","machine learning, machine learning","Abstract, Author Keywords","machine learning, machine learning"
10.1109/ISCAS51556.2021.9401081,Predicting Cancer Drug Response Using an Adapted Deep Neural Network Model,"Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract","neural network, deep neural network, neural network, deep neural network, deep learning, machine learning, precision, t-sne","Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract","neural network, deep neural network, neural network, deep neural network, deep learning, machine learning, precision, t-sne"
10.1109/ISCAS51556.2021.9401649,Unobtrusive Smart Mat System for Sleep Posture Recognition,Abstract,knn,Abstract,knn
10.1109/ISCAS51556.2021.9401596,Deep Learning Based Gait Analysis for Contactless Dementia Detection System from Video Camera,"Document Title, Abstract, Abstract, Abstract, Author Keywords","deep learning, neural network, convolutional neural network, test set, deep learning","Document Title, Abstract, Abstract, Abstract, Author Keywords","deep learning, neural network, convolutional neural network, test set, deep learning"
10.1109/ISCAS51556.2021.9401353,Smart Dysphagia Detection System with Adaptive Boosting Analysis of Throat Signals,"Abstract, Abstract, IEEE Terms, IEEE Terms","principal component analysis, dimensionality reduction, principal component analysis, dimensionality reduction","Abstract, Abstract, IEEE Terms, IEEE Terms","principal component analysis, dimensionality reduction, principal component analysis, dimensionality reduction"
10.1109/ISCAS51556.2021.9401620,Parametric Study of Performance of Remote Photopletysmography System,Abstract,rmse,Abstract,rmse
10.1109/ISCAS51556.2021.9401381,Spatial and Channel Dimensions Attention Feature Transfer for Better Convolutional Neural Networks,Abstract,attention mechanism,Abstract,attention mechanism
10.1109/ISCAS51556.2021.9401169,Improving FM-GAN through Mixup Manifold Regularization,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","supervised learning, supervised learning, semi-supervised learning, supervised learning, supervised learning, semi-supervised learning","Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","supervised learning, supervised learning, semi-supervised learning, supervised learning, supervised learning, semi-supervised learning"
10.1109/ISCAS51556.2021.9401418,High-Accurate Stochastic Computing for Artificial Neural Network by Using Extended Stochastic Logic,"Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords","artificial neural network, neural network, artificial neural network, neural network, ann, neural network","Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords","artificial neural network, neural network, artificial neural network, neural network, ann, neural network"
10.1109/ISCAS51556.2021.9401517,Exploiting Resiliency for Kernel-Wise CNN Approximation Enabled by Adaptive Hardware Design,"Document Title, Abstract, Author Keywords","cnn, cnn, cnn","Document Title, Abstract, Author Keywords","cnn, cnn, cnn"
